GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2021-04-28,0,3,3,WPG
2021-04-29,0,0,0,CGY
2021-05-01,1,2,3,CGY
2021-05-03,2,2,4,VAN
2021-05-04,0,2,2,VAN
2021-05-06,0,3,3,VAN
2021-05-08,1,3,4,VAN
2021-05-10,1,1,2,MTL
2021-05-12,0,2,2,MTL
2021-05-15,0,1,1,VAN
2021-10-13,0,2,2,VAN
2021-10-16,3,0,3,CGY
2021-10-19,1,2,3,ANA
2021-10-21,2,1,3,ARI
2021-10-22,0,2,2,VGK
2021-10-27,1,1,2,PHI
2021-10-30,0,1,1,VAN
2021-11-01,0,1,1,SEA
2021-11-03,0,2,2,NSH
2021-11-05,1,2,3,NYR
2021-11-09,1,0,1,DET
2021-11-11,0,1,1,BOS
2021-11-12,0,1,1,BUF
2021-11-14,1,1,2,STL
2021-11-16,0,2,2,WPG
2021-11-18,1,0,1,WPG
2021-11-20,1,1,2,CHI
2021-11-23,0,0,0,DAL
2021-11-24,2,2,4,ARI
2021-11-27,0,0,0,VGK
2021-12-01,1,3,4,PIT
2021-12-03,1,1,2,SEA
2021-12-05,0,0,0,LAK
2021-12-07,0,1,1,MIN
2021-12-09,0,2,2,BOS
2021-12-11,0,0,0,CAR
2021-12-14,0,0,0,TOR
2021-12-16,0,2,2,CBJ
2021-12-18,1,1,2,SEA
2021-12-29,0,1,1,STL
2021-12-31,2,0,2,NJD
2022-01-01,0,1,1,NYI
2022-01-03,0,0,0,NYR
2022-01-15,0,0,0,OTT
2022-01-20,0,0,0,FLA
2022-01-22,0,2,2,CGY
2022-01-25,1,1,2,VAN
2022-01-27,1,0,1,NSH
2022-01-29,0,0,0,MTL
2022-01-31,1,0,1,OTT
2022-02-02,1,0,1,WSH
2022-02-08,0,0,0,VGK
2022-02-09,0,1,1,CHI
2022-02-11,0,2,2,NYI
2022-02-14,1,0,1,SJS
2022-02-15,1,1,2,LAK
2022-02-17,0,2,2,ANA
2022-02-19,1,2,3,WPG
2022-02-20,0,0,0,MIN
2022-02-23,2,0,2,TBL
2022-02-26,0,2,2,FLA
2022-02-27,0,0,0,CAR
2022-03-01,1,1,2,PHI
2022-03-03,0,2,2,CHI
2022-03-05,0,0,0,MTL
2022-03-07,0,0,0,CGY
2022-03-09,1,1,2,WSH
2022-03-12,2,0,2,TBL
2022-03-15,1,1,2,DET
2022-03-17,1,1,2,BUF
2022-03-19,1,2,3,NJD
2022-03-21,0,1,1,COL
2022-03-22,0,2,2,DAL
2022-03-24,0,2,2,SJS
2022-03-26,0,2,2,CGY
2022-03-28,1,0,1,ARI
2022-03-30,1,1,2,LAK
2022-04-01,2,0,2,STL
2022-04-03,1,2,3,ANA
2022-04-05,1,0,1,SJS
2022-04-07,1,1,2,LAK
2022-04-09,0,0,0,COL
2022-04-12,0,0,0,MIN
2022-04-14,0,2,2,NSH
2022-04-16,0,0,0,VGK
2022-04-20,1,2,3,DAL
2022-04-22,0,3,3,COL
2022-04-24,0,2,2,CBJ
2022-04-26,1,3,4,PIT
2022-04-28,0,1,1,SJS
