GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
1974-10-30,2,0,2,MNS
1974-11-02,2,0,2,NYI
1974-11-03,1,3,4,MNS
1974-11-05,0,0,0,BUF
1974-11-07,1,3,4,WSH
1974-11-10,1,1,2,AFM
1974-11-12,0,0,0,STL
1974-11-14,0,0,0,MTL
1974-11-16,0,1,1,BUF
1974-11-17,1,2,3,DET
1974-11-21,1,0,1,CGS
1974-11-23,1,2,3,NYR
1974-11-24,2,1,3,VAN
1974-11-27,1,1,2,CGS
1974-11-30,0,0,0,LAK
1974-12-04,0,1,1,MTL
1974-12-05,0,1,1,DET
1974-12-08,0,0,0,PIT
1974-12-10,2,0,2,KCS
1974-12-12,1,2,3,LAK
1974-12-14,0,4,4,WSH
1974-12-15,1,2,3,NYI
1974-12-17,1,1,2,AFM
1974-12-19,3,4,7,NYR
1974-12-21,3,0,3,TOR
1974-12-22,2,1,3,DET
1974-12-27,0,0,0,CGS
1974-12-28,1,0,1,VAN
1975-01-02,2,0,2,LAK
1975-01-04,1,4,5,MNS
1975-01-07,0,1,1,WSH
1975-01-09,3,0,3,VAN
1975-01-11,1,1,2,CHI
1975-01-15,0,1,1,MTL
1975-01-16,0,0,0,LAK
1975-01-18,0,2,2,PIT
1975-01-19,1,0,1,TOR
1975-01-23,0,0,0,KCS
1975-01-26,2,0,2,PHI
1975-01-27,1,1,2,KCS
1975-01-30,0,1,1,CGS
1975-02-01,0,2,2,TOR
1975-02-02,1,1,2,PHI
