GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2013-12-14,2,0,2,DET
2013-12-16,1,0,1,TOR
2013-12-18,0,2,2,NYR
2013-12-19,0,2,2,MIN
2013-12-21,1,2,3,CGY
2013-12-23,0,0,0,OTT
2013-12-27,1,0,1,CAR
2013-12-29,1,2,3,CBJ
2013-12-31,0,1,1,NJD
2014-01-03,1,2,3,NYR
2014-01-05,0,1,1,WPG
2014-01-07,1,1,2,VAN
2014-01-10,1,1,2,EDM
2014-01-11,0,0,0,CGY
2014-01-15,0,1,1,WSH
2014-01-20,0,0,0,FLA
2014-01-22,1,0,1,MTL
2014-01-23,1,2,3,NYI
2014-01-25,0,0,0,DAL
2014-01-27,0,2,2,BUF
2014-01-30,0,1,1,LAK
2014-02-01,0,0,0,PHX
2014-02-03,0,0,0,OTT
2014-02-05,1,1,2,BUF
2014-02-07,0,1,1,NYR
2014-02-27,1,1,2,MTL
2014-03-01,0,0,0,CHI
2014-03-04,0,3,3,NSH
2014-03-06,0,0,0,SJS
2014-03-07,0,1,1,ANA
2014-03-10,1,2,3,WSH
2014-03-11,1,0,1,WSH
2014-03-15,0,0,0,PHI
2014-03-16,0,0,0,PHI
2014-03-18,2,1,3,DAL
2014-03-20,0,0,0,DET
2014-03-22,1,2,3,TBL
2014-03-23,0,0,0,STL
2014-03-25,0,1,1,PHX
2014-03-27,0,1,1,LAK
2014-03-28,0,1,1,CBJ
2014-03-30,2,0,2,CHI
2014-04-01,0,1,1,CAR
2014-04-03,0,2,2,WPG
2014-04-05,0,0,0,MIN
2014-04-09,0,1,1,DET
2014-04-12,0,1,1,PHI
2014-10-09,2,1,3,ANA
2014-10-11,1,2,3,TOR
2014-10-16,1,0,1,DAL
2014-10-18,0,2,2,NYI
2014-10-22,0,0,0,PHI
2014-10-23,0,0,0,DET
2014-10-25,1,2,3,NSH
2014-10-28,2,0,2,NJD
2014-10-30,0,1,1,LAK
2014-11-01,0,3,3,BUF
2014-11-04,0,1,1,MIN
2014-11-06,0,0,0,WPG
2014-11-08,0,5,5,BUF
2014-11-11,0,0,0,NYR
2014-11-14,0,1,1,TOR
2014-11-15,0,0,0,NYR
2014-11-18,1,0,1,MTL
2014-11-21,0,0,0,NYI
2014-11-22,0,0,0,NYI
2014-11-24,1,2,3,BOS
2014-11-26,0,2,2,TOR
2014-11-28,0,2,2,CAR
2014-11-29,0,0,0,CAR
2014-12-02,0,0,0,NJD
2014-12-04,0,0,0,VAN
2014-12-06,0,1,1,OTT
2014-12-08,0,1,1,NYR
2014-12-18,0,0,0,COL
2014-12-20,1,0,1,FLA
2014-12-22,0,1,1,FLA
2014-12-23,0,0,0,TBL
2014-12-27,0,0,0,WSH
2014-12-29,1,0,1,NJD
2014-12-31,0,0,0,CAR
2015-01-02,0,4,4,TBL
2015-01-03,0,1,1,MTL
2015-01-07,0,0,0,BOS
2015-01-10,1,0,1,MTL
2015-01-13,0,3,3,MIN
2015-01-16,2,1,3,NYI
2015-01-18,1,0,1,NYR
2015-01-20,0,0,0,PHI
2015-01-21,0,0,0,CHI
2015-01-28,0,0,0,WSH
2015-01-30,0,1,1,NJD
2015-02-01,0,0,0,NSH
2015-02-04,0,1,1,EDM
2015-02-06,2,1,3,CGY
2015-02-07,0,0,0,VAN
